parent|id|pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7|tv8
0223|Надставка шкафа 3D|GB-0223|1|155/47,5/57|Бук татра|Ким|Шкаф|Гербор
0224|Надставка шкафа 4D|GB-0224|1|204/47,5/57|Бук татра|Ким|Шкаф|Гербор
0225|Шкаф платяной 3D|GB-0225|1|155/203/57|Бук татра|Ким|Шкаф|Гербор
0226|Шкаф платняной 4D|GB-0226|1|204/203/57|Бук татра|Ким|Шкаф|Гербор
0227|Тумба прикроватная|GB-0227|1|45/42,5/38,5|Бук татра|Ким|Тумба|Гербор
0228|PLAW 110|GB-0228|1|110/55/70|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Журнальные столики|Гербор
0229|PKOM_4S/6|GB-0229|1|61,5/94,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0230|PKOM_4S/11|GB-0230|1|106,5/94,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0231|PKOM_5S/6|GB-0231|1|61,5/112,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0232|PREG_2D/11|GB-0232|1|106,5/94,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0233|PREG_3D/15|GB-0233|1|151,5/94,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0234|PREG_3W/15|GB-0234|1|151,5/94,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0235|PREG_2W1D/15|GB-0235|1|151,5/94,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0236|PREG_4D/11|GB-0236|1|106,5/112,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0237|PREG_2D1K3S|GB-0237|1|156,5/112,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|комод|Гербор
0238|030 PLOZ 90|GB-0238|1|96/78,5-46/207|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Кровать|Гербор
0239|031 PLOZ 140|GB-0239|1|146/78,5-46/207|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Кровать|Гербор
0240|032 PLOZ 160|GB-0240|1|166/78,5-46/207|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Кровать|Гербор
0241|033 PLOZ 180|GB-0241|1|186/78,5-46/207|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Кровать|Гербор
0242|PSTO 130/180|GB-0242|1|130-180/75/85,5|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Обеденные столы|Гербор
0243|PBIU7/12|GB-0243|1|120/75/72|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Письменный стол|Гербор
0244|PBIU7/16|GB-0244|1|160/75/72|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Письменный стол|Гербор
0245|PRTV_2S/4/15|GB-0245|1|151,5/40,5/56,5|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Тумбы РТВ|Гербор
0246|PP 1/11|GB-0246|1|106,5/3,5/25|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Полка|Гербор
0247|PP1/15|GB-0247|1|151,5/3,5/25|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Полка|Гербор
0248|PLACZ 1/7|GB-0248|1|72/3,6/72|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Столы|Гербор
0249|PLUS/8/8|GB-0249|1|88,5/88,5/4,5|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Зеркало|Гербор
0250|PLUS11/8|GB-0250|1|106,5/80/4,5|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Зеркало|Гербор
0251|PSW/4/11|GB-0251|1|106,5/40/30|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Полка|Гербор
0252|PSW4/15|GB-0252|1|151,5/40/30|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Полка|Гербор
0253|PSW_1W/4/11|GB-0253|1|106,5/40/30|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Полка|Гербор
0254|PSW_1W/4/15|GB-0254|1|151,5/40/30|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Полка|Гербор
0255|PREG/20/6|GB-0255|1|61,5/202,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Стеллаж|Гербор
0256|PREG_1W/20/6|GB-0256|1|61,5/202,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Витрина|Гербор
0257|PREG_1D/20/6|GB-0257|1|61,5/202,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Пенал|Гербор
0258|PSZF_2D/20/10|GB-0258|1|106,5/202,5/62|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Шкаф|Гербор
0259|PSZF_3D/21/16|GB-0259|1|166,5/212,5/62|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Шкаф|Гербор
0260|PSZN5/3|GB-0260|1|51,5/34,5/38|Корпус:слива валис/венге; Фасад: дуб чесачный/слива валис/венге/сибу/маккасар|Ларго|Тумба|Гербор
0261|LAW 110|GB-0261|1|110/55/70|Вишня итальянская|Ларго классик|Журнальные столики|Гербор
0262|KOM_4S/6|GB-0262|1|61,5/96/38|Вишня итальянская|Ларго классик|комод|Гербор
0263|KOM_4S/11|GB-0263|1|106,5/96/38|Вишня итальянская|Ларго классик|комод|Гербор
0264|REG_2D/11|GB-0264|1|106,5/96/38|Вишня итальянская|Ларго классик|комод|Гербор
0265|REG_3D/15|GB-0265|1|151,5/96/38|Вишня итальянская|Ларго классик|комод|Гербор
0266|REG_2W/11|GB-0266|1|106,5/96/38|Вишня итальянская|Ларго классик|комод|Гербор
0267|REG_2W1D/15|GB-0267|1|151,5/96/38|Вишня итальянская|Ларго классик|комод|Гербор
0268|KOM_5S/6|GB-0268|1|61,5/114/38|Вишня итальянская|Ларго классик|комод|Гербор
0269|REG_4D/11|GB-0269|1|106,5/114/38|Вишня итальянская|Ларго классик|комод|Гербор
0270|REG_2D1K3S|GB-0270|1|156,5/114/38|Вишня итальянская|Ларго классик|комод|Гербор
0271|025 LOZ 90|GB-0271|1|96/78,5-46/207|Вишня итальянская|Ларго классик|Кровать|Гербор
0272|026 LOZ 140|GB-0272|1|146/78,5-46/207|Вишня итальянская|Ларго классик|Кровать|Гербор
0273|027 LOZ 160|GB-0273|1|166/78,5-46/207|Вишня итальянская|Ларго классик|Кровать|Гербор
0274|028 LOZ 180|GB-0274|1|186/78,5-46/207|Вишня итальянская|Ларго классик|Кровать|Гербор
0275|Стол обеденный PSTO 130-180|GB-0275|1|130-180/75/85,6|Вишня итальянская|Ларго классик|Обеденные столы|Гербор
0276|RTV_2S/4/15|GB-0276|1|151,5/42/56,5|Вишня итальянская|Ларго классик|Тумбы РТВ|Гербор
0277|SW/4/11|GB-0277|1|106,5/40/30|Вишня итальянская|Ларго классик|Полка|Гербор
0278|SW/4/15|GB-0278|1|151,5/40/30|Вишня итальянская|Ларго классик|Полка|Гербор
0279|SW_1W/4/11|GB-0279|1|106,5/40/30|Вишня итальянская|Ларго классик|Полка|Гербор
0280|SW_1W/4/15|GB-0280|1|151,5/40/30|Вишня итальянская|Ларго классик|Полка|Гербор
0281|LUS8/8|GB-0281|1|88,5/88,5/4,5|Вишня итальянская|Ларго классик|Зеркало|Гербор
0282|LUS11/8|GB-0282|1|106,5/80/4,5|Вишня итальянская|Ларго классик|Зеркало|Гербор
0283|REG/20/6|GB-0283|1|61,5/204/38|Вишня итальянская|Ларго классик|Стеллаж|Гербор
0284|REG_1W/20/6|GB-0284|1|61,5/204/38|Вишня итальянская|Ларго классик|Витрина|Гербор
0285|REG_1D/20/6|GB-0285|1|61,5/204/38|Вишня итальянская|Ларго классик|Пенал|Гербор
0286|SZF_2D/20/10|GB-0286|1|106,5/207/62|Вишня итальянская|Ларго классик|Шкаф|Гербор
0287|SZF_3D/21/16|GB-0287|1|166,5/214/62|Вишня итальянская|Ларго классик|Шкаф|Гербор
0288|SZN/5/3|GB-0288|1|51/36/38|Вишня итальянская|Ларго классик|Тумба|Гербор
0289|L-010|GB-0289|1|81,5/67/35,5|Корпус:алюминий; Фасад: униколор синий/красный|Лео|комод|Гербор
0290|L-011|GB-0290|1|61,5/87/35,5|Корпус:алюминий; Фасад: униколор синий/красный|Лео|комод|Гербор
0291|L-016|GB-0291|1|125/67/200|Синий/желтый/красный/белый|Лео|Кровать|Гербор
0292|L-001|GB-0292|1|81,5/42,5/50|Корпус:алюминий; Фасад: униколор синий/красный|Лео|Надставка шкафа|Гербор
0293|L-003|GB-0293|1|120/42,5/50|Корпус:алюминий; Фасад: униколор синий/красный|Лео|Надставка шкафа|Гербор
0294|L-005|GB-0294|1|121/150/59|Корпус:алюминий; Фасад: униколор синий/красный|Лео|Письменный стол|Гербор
0295|L-006|GB-0295|1|100/8/21,5|Корпус:алюминий; Фасад: униколор синий/красный|Лео|Полка|Гербор
0296|L-007|GB-0296|1|81,5/8/21,5|Корпус:алюминий; Фасад: униколор синий/красный|Лео|Полка|Гербор
0297|L-008|GB-0297|1|61,5/8/21,5|Корпус:алюминий; Фасад: униколор синий/красный|Лео|Полка|Гербор
0298|L-012|GB-0298|1|81,5/67/35,5|Корпус:алюминий; Фасад: униколор синий/красный|Лео|Стеллаж|Гербор
